input,model,semantic_class,response
"kontsaklõbin
jane
Laenutuspunkt
sisemaa
Toronto
ciel
Bråtveiti
talvepäev
küün
randmeoperatsioon",gpt-35-turbo,institutions,"```json
{
  ""kontsaklõbin"": 0,
  ""jane"": 0,
  ""Laenutuspunkt"": 1,
  ""sisemaa"": 0,
  ""Toronto"": 1,
  ""ciel"": 0,
  ""Bråtveiti"": 0,
  ""talvepäev"": 0,
  ""küün"": 0,
  ""randmeoperatsioon"": 0
}
```  "
"padaja
Saksa
näitlejatee
Surfer
motoüritus
meka
kahin
rahvuslikkus
Smuuli
vägivallaähvardus",gpt-35-turbo,institutions,"{
  ""padaja"": 0,
  ""Saksa"": 1,
  ""näitlejatee"": 0,
  ""Surfer"": 0,
  ""motoüritus"": 0,
  ""meka"": 0,
  ""kahin"": 0,
  ""rahvuslikkus"": 0,
  ""Smuuli"": 1,
  ""vägivallaähvardus"": 0
}"
"protestimarss
60C
Leida
väljaõpe
estraadistuudio
lossikirik
lootusetus
olümpiahooaeg
Ehlvest
meditsiiniringkond",gpt-35-turbo,institutions,"{
    ""protestimarss"": 0,
    ""60C"": 0,
    ""Leida"": 0,
    ""väljaõpe"": 0,
    ""estraadistuudio"": 1,
    ""lossikirik"": 1,
    ""lootusetus"": 0,
    ""olümpiahooaeg"": 0,
    ""Ehlvest"": 0,
    ""meditsiiniringkond"": 0
}"
"jääliustik
Halonen
kitsus
noorsoolikas
banaanivabariik
slaidiprojektor
Kozlov
estraadilava
jkodu
superseksikas",gpt-35-turbo,institutions,"```json
{""jääliustik"": 1}
{""Halonen"": 1}
{""kitsus"": 0}
{""noorsoolikas"": 1}
{""banaanivabariik"": 1}
{""slaidiprojektor"": 1}
{""Kozlov"": 1}
{""estraadilava"": 1}
{""jkodu"": 0}
{""superseksikas"": 0}
```  "
"anatoomikum
semiootika
vuuk
presidendiaeg
tänavakivi
nyd
omavalitsusvalimine
konfliktikolle
metallilagu
elektrienergeetika",gpt-35-turbo,institutions,"```json
{
    ""anatoomikum"": 1,
    ""semiootika"": 0,
    ""vuuk"": 0,
    ""presidendiaeg"": 0,
    ""tänavakivi"": 0,
    ""nyd"": 0,
    ""omavalitsusvalimine"": 1,
    ""konfliktikolle"": 1,
    ""metallilagu"": 0,
    ""elektrienergeetika"": 0
}
```"
"neitsi
jalakäijasild
tööriistatera
patarei
teave
mardipäev
saateansambel
äärejoon
paadinina
Lublino",gpt-35-turbo,institutions,"```json
{""neitsi"":1}
{""jalakäijasild"":1}
{""tööriistatera"":0}
{""patarei"":1}
{""teave"":0}
{""mardipäev"":0}
{""saateansambel"":1}
{""äärejoon"":0}
{""paadinina"":0}
{""Lublino"":1}
```"
"turvaraja
vannitoauks
MTÜ
laevavrakk
kanada
A-kategooria
talasso
Ristna
maapind
eraelu",gpt-35-turbo,institutions,"```json
{""turvaraja"": 0}
{""vannitoauks"": 0}
{""MTÜ"": 1}
{""laevavrakk"": 0}
{""kanada"": 0}
{""A-kategooria"": 0}
{""talasso"": 0}
{""Ristna"": 1}
{""maapind"": 0}
{""eraelu"": 0}
```"
"taliolümpia
peksmine
uks
surnuaiavõte
Novatourss
em
söögikoht
laulukool
allikas
kiirendamine",gpt-35-turbo,institutions,"```json
{
    ""taliolümpia"": 1,
    ""peksmine"": 0,
    ""uks"": 0,
    ""surnuaiavõte"": 1,
    ""Novatourss"": 1,
    ""em"": 0,
    ""söögikoht"": 0,
    ""laulukool"": 1,
    ""allikas"": 0,
    ""kiirendamine"": 0
}
```  "
"tagasistumine
Oslo
äratõukepakk
kontoriruum
komsomoli-koosolek
psühhoteraapia
tõusuund
Kristiine
hõimurahvas
pere",gpt-35-turbo,institutions,"{
    ""tagasistumine"": 0,
    ""Oslo"": 1,
    ""äratõukepakk"": 0,
    ""kontoriruum"": 0,
    ""komsomoli-koosolek"": 1,
    ""psühhoteraapia"": 0,
    ""tõusuund"": 0,
    ""Kristiine"": 0,
    ""hõimurahvas"": 0,
    ""pere"": 0
}"
"sõja-aasta
escape
tootmishoone
õppepolk
vms
kriisitendents
vanglakamber
püsitöö
Surnumeri
kehava",gpt-35-turbo,institutions,"{
  ""sõja-aasta"": 0,
  ""escape"": 0,
  ""tootmishoone"": 0,
  ""õppepolk"": 0,
  ""vms"": 0,
  ""kriisitendents"": 0,
  ""vanglakamber"": 1,
  ""püsitöö"": 0,
  ""Surnumeri"": 1,
  ""kehava"": 0
}"
"tehnikaülikool
vahetusmeestepink
raatus
vändra
Taimõr
Donetsk
Rhodose
rambivalgus
intiimsuhe
võrkpallur",gpt-35-turbo,institutions,"{
	""tehnikaülikool"": 1,
	""vahetusmeestepink"": 0,
	""raatus"": 0,
	""vändra"": 0,
	""Taimõr"": 0,
	""Donetsk"": 0,
	""Rhodose"": 0,
	""rambivalgus"": 0,
	""intiimsuhe"": 0,
	""võrkpallur"": 0
}"
"linnamisjon
olukord
keemialabor
primary
kuut
kergejõustiklane
dollari-korrespondentkonto
Ameerika-turnee
Haider
novembris-detsember",gpt-35-turbo,institutions,"{
    ""linnamisjon"": 1,
    ""olukord"": 0,
    ""keemialabor"": 1,
    ""primary"": 0,
    ""kuut"": 0,
    ""kergejõustiklane"": 1,
    ""dollari-korrespondentkonto"": 0,
    ""Ameerika-turnee"": 1,
    ""Haider"": 0,
    ""novembris-detsember"": 0
}"
"sektsioon
teatrikirjatsura
erikool
millea
põllumajandusülikool
Sci-Fi
suusapäev
Peterhofi
sõidukirool
pühapäeval-esmaspäev",gpt-35-turbo,institutions,"```json
{
  ""sektsioon"": 0,
  ""teatrikirjatsura"": 0,
  ""erikool"": 1,
  ""millea"": 0,
  ""põllumajandusülikool"": 1,
  ""Sci-Fi"": 0,
  ""suusapäev"": 0,
  ""Peterhofi"": 1,
  ""sõidukirool"": 0,
  ""pühapäeval-esmaspäev"": 0
}
```"
"Pala
kodustaadion
Tashkent
battle
tardumus
naftariik
Aleksanderplats
reisibüroo
polikliinik
motodoktor",gpt-35-turbo,institutions,"```json
{
    ""Pala"": 0,
    ""kodustaadion"": 1,
    ""Tashkent"": 1,
    ""battle"": 0,
    ""tardumus"": 0,
    ""naftariik"": 1,
    ""Aleksanderplats"": 1,
    ""reisibüroo"": 1,
    ""polikliinik"": 1,
    ""motodoktor"": 0
}
```"
"taandumine
kõrvalkabiin
lemmikloomapood
jooksulint
kinnisvaraotsing
veerandfinaalgrupp
megailu
kodakondsuseksam
karistusseadustik
võidutee",gpt-35-turbo,institutions,"{
    ""taandumine"": 0,
    ""kõrvalkabiin"": 0,
    ""lemmikloomapood"": 1,
    ""jooksulint"": 0,
    ""kinnisvaraotsing"": 0,
    ""veerandfinaalgrupp"": 0,
    ""megailu"": 0,
    ""kodakondsuseksam"": 1,
    ""karistusseadustik"": 1,
    ""võidutee"": 0
}"
"püssirohu-tünn
BBV
olümpiapoodium
põhiklass
Ju
FS
lasteaeg
habemik
politseiparkla
linnavaraamet",gpt-35-turbo,institutions,"{
    ""püssirohu-tünn"": 0,
    ""BBV"": 0,
    ""olümpiapoodium"": 1,
    ""põhiklass"": 0,
    ""Ju"": 0,
    ""FS"": 0,
    ""lasteaeg"": 0,
    ""habemik"": 0,
    ""politseiparkla"": 1,
    ""linnavaraamet"": 1
}"
"riigieksam
klassiruum
trummel
lennusadam
löss
noortemaja
üleviimine
ehitusteaduskond
Lääne-Ukraina
akse",gpt-35-turbo,institutions,"```json
{
  ""riigieksam"": 1,
  ""klassiruum"": 0,
  ""trummel"": 0,
  ""lennusadam"": 1,
  ""löss"": 0,
  ""noortemaja"": 1,
  ""üleviimine"": 0,
  ""ehitusteaduskond"": 1,
  ""Lääne-Ukraina"": 0,
  ""akse"": 0
}
```"
"lastemängu-jaam
skeem
pära
Häädemeeste
Liivimaa
RAM
taanlane
teevabrik
C-sektor
pingutus",gpt-35-turbo,institutions,"{
  ""lastemängu-jaam"": 0,
  ""skeem"": 0,
  ""pära"": 0,
  ""Häädemeeste"": 1,
  ""Liivimaa"": 1,
  ""RAM"": 0,
  ""taanlane"": 0,
  ""teevabrik"": 1,
  ""C-sektor"": 0,
  ""pingutus"": 0
}"
"detsember
hariduskontseptsioon
ühistransport
Walther
ümbris
Wyonk
kooliharidus
joobeseisund
erifont
Ani",gpt-35-turbo,institutions,"```json
{
    ""detsember"": 0,
    ""hariduskontseptsioon"": 1,
    ""ühistransport"": 1,
    ""Walther"": 0,
    ""ümbris"": 0,
    ""Wyonk"": 0,
    ""kooliharidus"": 1,
    ""joobeseisund"": 0,
    ""erifont"": 0,
    ""Ani"": 0
}
```"
"seaduseelnõu
põliskoht
mänguminut
seksiäri
stabilisaator
alkoholiravi
Fertilitas
osoonikiht
iluviga
sagin",gpt-35-turbo,institutions,"{
    ""seaduseelnõu"": 1,
    ""põliskoht"": 0,
    ""mänguminut"": 0,
    ""seksiäri"": 1,
    ""stabilisaator"": 0,
    ""alkoholiravi"": 1,
    ""Fertilitas"": 1,
    ""osoonikiht"": 0,
    ""iluviga"": 0,
    ""sagin"": 0
}"
"f
Mexico
egiptus
vöörikamorka
mujalt-Eesti
formeeritav
peterburi
võistluskeskus
papi
põhja-osa",gpt-35-turbo,institutions,"{
  ""f"": 0,
  ""Mexico"": 1,
  ""egiptus"": 0,
  ""vöörikamorka"": 0,
  ""mujalt-Eesti"": 0,
  ""formeeritav"": 0,
  ""peterburi"": 0,
  ""võistluskeskus"": 1,
  ""papi"": 0,
  ""põhja-osa"": 0
}"
"tugitool
Marlboro
jätkumine
peotantsuring
raviseanss
kanuumatk
vitt
Pallas
EADS
Frasureig",gpt-35-turbo,institutions,FAIL
"territoorumi
hommikukohv
hingevahe
isetegevusring
muulane
politseiandmed
Patarei
LP
jalgpallimuru
kontserdipilet",gpt-35-turbo,institutions,"{
    ""territoorumi"": 0,
    ""hommikukohv"": 0,
    ""hingevahe"": 0,
    ""isetegevusring"": 0,
    ""muulane"": 0,
    ""politseiandmed"": 1,
    ""Patarei"": 1,
    ""LP"": 0,
    ""jalgpallimuru"": 0,
    ""kontserdipilet"": 0
}"
"eskalaator
Denver
munakivi
Jäääära
mustmägi
Inturisti
3Dmark01SE
solidool
märgmõõtur
töölaud",gpt-35-turbo,institutions,"{
  ""eskalaator"": 1,
  ""Denver"": 0,
  ""munakivi"": 0,
  ""Jäääära"": 0,
  ""mustmägi"": 0,
  ""Inturisti"": 1,
  ""3Dmark01SE"": 0,
  ""solidool"": 0,
  ""märgmõõtur"": 0,
  ""töölaud"": 0
}"
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,institutions,"{
    ""maailmasõda"": 0,
    ""hoiatus"": 0,
    ""likvidaator"": 0,
    ""Zavodi"": 1,
    ""Vana-Kreeka"": 0,
    ""ravi"": 0,
    ""raudteejaam"": 1,
    ""parteistaap"": 0,
    ""keskagentuur"": 1,
    ""maksuprobleem"": 0
}"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,institutions,"{
    ""vahepia"": 0,
    ""Holmenkollen"": 1,
    ""Guildfort"": 0,
    ""viimasepea"": 0,
    ""karaokeõhtu"": 0,
    ""omavoliline"": 0,
    ""Rate.ee"": 1,
    ""ainsamask"": 0,
    ""dennis"": 0,
    ""linnateater"": 1
}"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,institutions,"{
	""koorijuhtimine"": 0,
	""NIX"": 0,
	""Bologna"": 0,
	""Ero"": 0,
	""vaevama"": 0,
	""kontekst"": 0,
	""sõjaväeosa"": 1,
	""mäestik"": 0,
	""sulatali"": 0,
	""Tšehhi"": 1
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,institutions,"{
    ""turvamine"": 0,
    ""õppekülastus"": 1,
    ""Kristin"": 0,
    ""kindlustatu"": 0,
    ""rokk-kontsert"": 1,
    ""taktimõõt"": 0,
    ""elementaarkool"": 1,
    ""turnee"": 1,
    ""palgihunnik"": 0,
    ""suraka"": 0
}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,institutions,"{
    ""vanus"": 0,
    ""eriõppus"": 1,
    ""Acapulco"": 0,
    ""dikteerimine"": 0,
    ""valitus"": 0,
    ""blizzconi"": 0,
    ""õppelaenupirukas"": 0,
    ""kontrollmäng"": 0,
    ""uuenemine"": 0,
    ""Siiri"": 0
}"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,institutions,"{
    ""taksofirma"": 1,
    ""kriisipiirkond"": 1,
    ""staap"": 1,
    ""Hiiumaa"": 1,
    ""jopestiil"": 0,
    ""isakodu"": 1,
    ""kiiljaht"": 0,
    ""takt"": 0,
    ""mäetipp"": 0,
    ""libedarada"": 0
}"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,institutions,"```json
{
    ""veinipiirkond"": 1,
    ""Skopje"": 1,
    ""jaanik"": 0,
    ""juveelipood"": 0,
    ""baariretk"": 0,
    ""kõrgushüppepaik"": 0,
    ""pühapaik"": 1,
    ""päävitam"": 0,
    ""imavere"": 0,
    ""taasühinemiskõnelus"": 0
}
```"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,institutions,"```json
{
    ""ispelli-sõnastik"": 1,
    ""Rovajärv"": 1,
    ""süüdistus"": 0,
    ""käekõrv"": 0,
    ""lahingutegevus"": 1,
    ""kuluaar"": 1,
    ""rkkk"": 0,
    ""olümpiafinaal"": 1,
    ""või"": 0,
    ""tekstiiliettevõte"": 1
}
```  "
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,institutions,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,institutions,"{
    ""kombinesoon"": 0,
    ""lastehommik"": 1,
    ""nelipühikirik"": 1,
    ""Hiirelõks"": 0,
    ""rivaal"": 0,
    ""laristamine"": 0,
    ""win"": 0,
    ""priisaun"": 0,
    ""kontserdireis"": 0,
    ""haigla"": 1
}"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,institutions,"{
	""pronksikoht"": 1,
	""pöördtool"": 0,
	""Macau"": 1,
	""tagavedru"": 0,
	""radiaator"": 0,
	""välisväljak"": 0,
	""korraldamine"": 0,
	""omanikfirma"": 0,
	""Herakleitos"": 1,
	""Harri"": 0
}"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,institutions,"{
  ""Gilde"": 1,
  ""büst"": 0,
  ""padi"": 0,
  ""pensioniskeem"": 1,
  ""kuuldemäng"": 0,
  ""paadipära"": 0,
  ""relvastusinspektor"": 1,
  ""Põhja-Aafrika"": 1,
  ""kallaletung"": 0,
  ""aolinn"": 0
}"
"juunis-juuli
laskmistrenn
graafik
sõidurada
ooteruum
autonäitus
ovaalsaal
softivahetus
Elbrus
dj",gpt-35-turbo,institutions,"```json
{""juunis-juuli"":0}
{""laskmistrenn"":0}
{""graafik"":0}
{""sõidurada"":0}
{""ooteruum"":0}
{""autonäitus"":1}
{""ovaalsaal"":1}
{""softivahetus"":0}
{""Elbrus"":0}
{""dj"":0}
```"
energiasüsteem,gpt-35-turbo,institutions,"{
    ""energiasüsteem"": 1
}"
"Nõugaste
turbaauk
lillepaviljon
transpordikomisjon
turismihooaeg
tsiviilvorm
villipubi
Svalbard
proua
rumm",gpt-35-turbo,clothing_items,"```json
{""Nõugaste"":0}
{""turbaauk"":0}
{""lillepaviljon"":0}
{""transpordikomisjon"":0}
{""turismihooaeg"":0}
{""tsiviilvorm"":1}
{""villipubi"":0}
{""Svalbard"":0}
{""proua"":1}
{""rumm"":0}
```"
"aedik
sekretär
toosama
veevärk
ranne
kiire
luukontroll
kalastusvöönd
ristilöömine
ravikindlustusnõukogu",gpt-35-turbo,clothing_items,"```json
{
    ""aedik"": 0,
    ""sekretär"": 1,
    ""toosama"": 0,
    ""veevärk"": 0,
    ""ranne"": 1,
    ""kiire"": 0,
    ""luukontroll"": 0,
    ""kalastusvöönd"": 1,
    ""ristilöömine"": 0,
    ""ravikindlustusnõukogu"": 0
}
```"
"keep
Lembit
revüüteater
fonoteek
Varasem
KaksPoissiTallinn
arhitektuuriinstituut
inlite
vangistusülem
uhu",gpt-35-turbo,clothing_items,"{
    ""keep"": 0,
    ""Lembit"": 0,
    ""revüüteater"": 0,
    ""fonoteek"": 0,
    ""Varasem"": 0,
    ""KaksPoissiTallinn"": 0,
    ""arhitektuuriinstituut"": 0,
    ""inlite"": 0,
    ""vangistusülem"": 1,
    ""uhu"": 0
}"
"advokaadibüroo
masšuud
töökäsi
puiatu
Sopot
P70
7000rpm
nägemiskontroll
Hebroni
dopinguäri",gpt-35-turbo,clothing_items,"{
    ""advokaadibüroo"": 0,
    ""masšuud"": 0,
    ""töökäsi"": 1,
    ""puiatu"": 0,
    ""Sopot"": 0,
    ""P70"": 0,
    ""7000rpm"": 0,
    ""nägemiskontroll"": 0,
    ""Hebroni"": 0,
    ""dopinguäri"": 0
}"
"potilill
shamaanipaar
aastapäevanäitus
kaitsepolitseiamet
telefoniputka
jooksutund
õhtune
stamp
mudel
kurus",gpt-35-turbo,clothing_items,"{
  ""potilill"": 0,
  ""shamaanipaar"": 0,
  ""aastapäevanäitus"": 0,
  ""kaitsepolitseiamet"": 0,
  ""telefoniputka"": 1,
  ""jooksutund"": 0,
  ""õhtune"": 1,
  ""stamp"": 1,
  ""mudel"": 0,
  ""kurus"": 0
}"
"ribi
Darwin
ususeminar
modelliamet
maailm
kalarand
soomaa
lumelaud
papademo
luure",gpt-35-turbo,clothing_items,"{
    ""ribi"": 0,
    ""Darwin"": 0,
    ""ususeminar"": 0,
    ""modelliamet"": 0,
    ""maailm"": 0,
    ""kalarand"": 0,
    ""soomaa"": 0,
    ""lumelaud"": 1,
    ""papademo"": 0,
    ""luure"": 0
}"
"veefestival
taimima
alavesi
järgmine
VAAP
metsasügavus
läbiotsimine
ametitool
kaVenemaa
Nagano-võistkond",gpt-35-turbo,clothing_items,"{
    ""veefestival"": 0,
    ""taimima"": 0,
    ""alavesi"": 0,
    ""järgmine"": 0,
    ""VAAP"": 0,
    ""metsasügavus"": 0,
    ""läbiotsimine"": 0,
    ""ametitool"": 1,
    ""kaVenemaa"": 0,
    ""Nagano-võistkond"": 0
}"
"kohtla-järv
missugune
latter
finantseerimine
kabinetiistung
näevi
läbirääkimi
leivatootmine
kruupink
Kansas",gpt-35-turbo,clothing_items,"{
  ""kohtla-järv"": 0,
  ""missugune"": 0,
  ""latter"": 0,
  ""finantseerimine"": 0,
  ""kabinetiistung"": 1,
  ""näevi"": 0,
  ""läbirääkimi"": 0,
  ""leivatootmine"": 1,
  ""kruupink"": 0,
  ""Kansas"": 1
}"
"sünd
valitsemiskuu
teoloogiaseminar
härrasrahvas
soosaar
parlament
kilja
pasteerim
kassaruum
Firenighti",gpt-35-turbo,clothing_items,"```json
{
    ""sünd"": 0,
    ""valitsemiskuu"": 0,
    ""teoloogiaseminar"": 0,
    ""härrasrahvas"": 1,
    ""soosaar"": 0,
    ""parlament"": 0,
    ""kilja"": 0,
    ""pasteerim"": 0,
    ""kassaruum"": 1,
    ""Firenighti"": 0
}
```"
"ravimine
linnarahvas
videomakk
messikeskus
puue
kukke
taevaskoda
modem
ID
tuur",gpt-35-turbo,clothing_items,"{
    ""ravimine"": 0,
    ""linnarahvas"": 0,
    ""videomakk"": 1,
    ""messikeskus"": 0,
    ""puue"": 0,
    ""kukke"": 1,
    ""taevaskoda"": 1,
    ""modem"": 1,
    ""ID"": 0,
    ""tuur"": 0
}"
"põhivorm
peasaal
zoloogia
biokeskus
sõjaretk
ravivõimlem
kuulirahe
muuseumiöö
jääpank
Williams",gpt-35-turbo,clothing_items,"```json
{
    ""põhivorm"": 0,
    ""peasaal"": 0,
    ""zoloogia"": 0,
    ""biokeskus"": 0,
    ""sõjaretk"": 0,
    ""ravivõimlem"": 1,
    ""kuulirahe"": 0,
    ""muuseumiöö"": 1,
    ""jääpank"": 0,
    ""Williams"": 0
}
```"
"taastamine
element
vaegarenguala
lihas
spagaat
politseiaed
tlns
heliagedus
vokaalstuudio
võõrusetendus",gpt-35-turbo,clothing_items,"{
  ""taastamine"": 0,
  ""element"": 0,
  ""vaegarenguala"": 0,
  ""lihas"": 1,
  ""spagaat"": 0,
  ""politseiaed"": 0,
  ""tlns"": 0,
  ""heliagedus"": 0,
  ""vokaalstuudio"": 0,
  ""võõrusetendus"": 0
}"
"arvutimonitor
ootepink
mihklikuu
moenädal
tantsumaraton
rahvusooper
luurekeskus
järvesuu
KHK
kambja",gpt-35-turbo,clothing_items,"{
    ""arvutimonitor"": 0,
    ""ootepink"": 1,
    ""mihklikuu"": 0,
    ""moenädal"": 1,
    ""tantsumaraton"": 0,
    ""rahvusooper"": 0,
    ""luurekeskus"": 0,
    ""järvesuu"": 0,
    ""KHK"": 0,
    ""kambja"": 0
}"
"kontsaklõbin
jane
Laenutuspunkt
sisemaa
Toronto
ciel
Bråtveiti
talvepäev
küün
randmeoperatsioon",gpt-35-turbo,clothing_items,"{""kontsaklõbin"": 0}
{""jane"": 0}
{""Laenutuspunkt"": 0}
{""sisemaa"": 0}
{""Toronto"": 0}
{""ciel"": 0}
{""Bråtveiti"": 0}
{""talvepäev"": 1}
{""küün"": 1}
{""randmeoperatsioon"": 0}"
"padaja
Saksa
näitlejatee
Surfer
motoüritus
meka
kahin
rahvuslikkus
Smuuli
vägivallaähvardus",gpt-35-turbo,clothing_items,"```json
{
    ""padaja"": 0,
    ""Saksa"": 0,
    ""näitlejatee"": 0,
    ""Surfer"": 0,
    ""motoüritus"": 0,
    ""meka"": 1,
    ""kahin"": 0,
    ""rahvuslikkus"": 0,
    ""Smuuli"": 0,
    ""vägivallaähvardus"": 0
}
```"
"protestimarss
60C
Leida
väljaõpe
estraadistuudio
lossikirik
lootusetus
olümpiahooaeg
Ehlvest
meditsiiniringkond",gpt-35-turbo,clothing_items,"```json
{
    ""protestimarss"": 0,
    ""60C"": 0,
    ""Leida"": 0,
    ""väljaõpe"": 0,
    ""estraadistuudio"": 0,
    ""lossikirik"": 0,
    ""lootusetus"": 0,
    ""olümpiahooaeg"": 0,
    ""Ehlvest"": 0,
    ""meditsiiniringkond"": 0
}
```"
"jääliustik
Halonen
kitsus
noorsoolikas
banaanivabariik
slaidiprojektor
Kozlov
estraadilava
jkodu
superseksikas",gpt-35-turbo,clothing_items,"{
    ""jääliustik"": 0,
    ""Halonen"": 1,
    ""kitsus"": 0,
    ""noorsoolikas"": 0,
    ""banaanivabariik"": 0,
    ""slaidiprojektor"": 0,
    ""Kozlov"": 0,
    ""estraadilava"": 1,
    ""jkodu"": 0,
    ""superseksikas"": 0
}"
"anatoomikum
semiootika
vuuk
presidendiaeg
tänavakivi
nyd
omavalitsusvalimine
konfliktikolle
metallilagu
elektrienergeetika",gpt-35-turbo,clothing_items,"{
    ""anatoomikum"": 0,
    ""semiootika"": 0,
    ""vuuk"": 1,
    ""presidendiaeg"": 0,
    ""tänavakivi"": 1,
    ""nyd"": 0,
    ""omavalitsusvalimine"": 0,
    ""konfliktikolle"": 0,
    ""metallilagu"": 0,
    ""elektrienergeetika"": 0
}"
"neitsi
jalakäijasild
tööriistatera
patarei
teave
mardipäev
saateansambel
äärejoon
paadinina
Lublino",gpt-35-turbo,clothing_items,"{
    ""neitsi"": 0,
    ""jalakäijasild"": 0,
    ""tööriistatera"": 0,
    ""patarei"": 0,
    ""teave"": 0,
    ""mardipäev"": 0,
    ""saateansambel"": 0,
    ""äärejoon"": 0,
    ""paadinina"": 1,
    ""Lublino"": 0
}"
"turvaraja
vannitoauks
MTÜ
laevavrakk
kanada
A-kategooria
talasso
Ristna
maapind
eraelu",gpt-35-turbo,clothing_items,"{
  ""turvaraja"": 0,
  ""vannitoauks"": 0,
  ""MTÜ"": 0,
  ""laevavrakk"": 1,
  ""kanada"": 0,
  ""A-kategooria"": 0,
  ""talasso"": 0,
  ""Ristna"": 0,
  ""maapind"": 0,
  ""eraelu"": 0
}"
"taliolümpia
peksmine
uks
surnuaiavõte
Novatourss
em
söögikoht
laulukool
allikas
kiirendamine",gpt-35-turbo,clothing_items,"```json
{
    ""taliolümpia"": 0,
    ""peksmine"": 0,
    ""uks"": 0,
    ""surnuaiavõte"": 0,
    ""Novatourss"": 0,
    ""em"": 1,
    ""söögikoht"": 1,
    ""laulukool"": 0,
    ""allikas"": 0,
    ""kiirendamine"": 0
}
```"
"tagasistumine
Oslo
äratõukepakk
kontoriruum
komsomoli-koosolek
psühhoteraapia
tõusuund
Kristiine
hõimurahvas
pere",gpt-35-turbo,clothing_items,"{
	""tagasistumine"": 0,
	""Oslo"": 0,
	""äratõukepakk"": 0,
	""kontoriruum"": 0,
	""komsomoli-koosolek"": 0,
	""psühhoteraapia"": 0,
	""tõusuund"": 0,
	""Kristiine"": 0,
	""hõimurahvas"": 0,
	""pere"": 0
}"
"sõja-aasta
escape
tootmishoone
õppepolk
vms
kriisitendents
vanglakamber
püsitöö
Surnumeri
kehava",gpt-35-turbo,clothing_items,"{
  ""sõja-aasta"": 0,
  ""escape"": 0,
  ""tootmishoone"": 0,
  ""õppepolk"": 1,
  ""vms"": 0,
  ""kriisitendents"": 0,
  ""vanglakamber"": 1,
  ""püsitöö"": 1,
  ""Surnumeri"": 0,
  ""kehava"": 0
}"
"tehnikaülikool
vahetusmeestepink
raatus
vändra
Taimõr
Donetsk
Rhodose
rambivalgus
intiimsuhe
võrkpallur",gpt-35-turbo,clothing_items,"{
    ""tehnikaülikool"": 0,
    ""vahetusmeestepink"": 0,
    ""raatus"": 0,
    ""vändra"": 0,
    ""Taimõr"": 0,
    ""Donetsk"": 0,
    ""Rhodose"": 0,
    ""rambivalgus"": 0,
    ""intiimsuhe"": 0,
    ""võrkpallur"": 1
}"
"linnamisjon
olukord
keemialabor
primary
kuut
kergejõustiklane
dollari-korrespondentkonto
Ameerika-turnee
Haider
novembris-detsember",gpt-35-turbo,clothing_items,"{""linnamisjon"":0}
{""olukord"":0}
{""keemialabor"":0}
{""primary"":0}
{""kuut"":1}
{""kergejõustiklane"":1}
{""dollari-korrespondentkonto"":0}
{""Ameerika-turnee"":0}
{""Haider"":0}
{""novembris-detsember"":0}"
"sektsioon
teatrikirjatsura
erikool
millea
põllumajandusülikool
Sci-Fi
suusapäev
Peterhofi
sõidukirool
pühapäeval-esmaspäev",gpt-35-turbo,clothing_items,"```json
{""sektsioon"":0}
{""teatrikirjatsura"":0}
{""erikool"":0}
{""millea"":0}
{""põllumajandusülikool"":0}
{""Sci-Fi"":0}
{""suusapäev"":1}
{""Peterhofi"":0}
{""sõidukirool"":0}
{""pühapäeval-esmaspäev"":0}
```"
